date,All postings,Software Development,IT Operations & Helpdesk,Mathematics,Information Design & Documentation,Scientific Research & Development,Electrical Engineering,Civil Engineering,Industrial Engineering,Architecture,Banking & Finance,Accounting,Insurance,Legal,Marketing,Media & Communications,Human Resources,Management,Project Management,Administrative Assistance,Customer Service,Sales,Retail,Arts & Entertainment,Education & Instruction,Nursing,Physicians & Surgeons,Therapy,Pharmacy,Dental,Medical Technician,Medical Information,Veterinary,Personal Care & Home Health,Community & Social Service,Childcare,Construction,Installation & Maintenance,Production & Manufacturing,Logistic Support,Loading & Stocking,Driving,Cleaning & Sanitation,Food Preparation & Service,Hospitality & Tourism,Security & Public Safety,Beauty & Wellness,Sports
2020-12-01,94.83870967741936,89.97,82.61451612903227,84.27,79.22193548387096,102.74064516129032,84.97967741935483,76.88322580645162,87.12612903225806,68.99806451612903,95.27451612903225,116.13741935483871,102.92096774193548,85.60290322580646,85.17967741935485,80.30096774193548,84.11193548387098,92.26903225806453,81.4041935483871,93.02354838709678,92.22354838709677,85.23967741935483,94.00193548387097,73.63129032258065,84.89612903225807,115.40935483870967,98.00387096774193,94.42225806451613,108.06354838709677,105.2641935483871,112.62935483870969,109.67806451612903,117.9341935483871,119.81774193548387,95.56903225806451,82.56709677419354,112.59064516129033,101.45258064516128,116.75709677419354,89.26,122.78483870967742,111.51645161290324,97.73,82.8216129032258,67.4332258064516,98.07870967741935,79.88032258064516,68.72096774193548
2021-01-01,97.68225806451613,93.4183870967742,84.41290322580646,86.4767741935484,82.4541935483871,106.95064516129031,89.57774193548387,82.3025806451613,91.2741935483871,73.03451612903227,96.05451612903227,101.70548387096774,105.33322580645161,89.54548387096774,89.51612903225806,82.85,88.1241935483871,93.38806451612903,85.85548387096775,96.90193548387097,94.0141935483871,87.42806451612903,96.05000000000001,77.01677419354839,88.02741935483871,119.6325806451613,101.70258064516129,98.84935483870967,121.18032258064517,112.13064516129033,116.44516129032259,113.82225806451612,117.70967741935483,121.50870967741936,97.09645161290322,91.00451612903225,116.72645161290322,103.82870967741935,122.1316129032258,93.87870967741935,122.50161290322582,112.66967741935484,101.29354838709678,85.0741935483871,63.35129032258064,102.82774193548387,76.97225806451613,71.43096774193549
2021-02-01,103.21785714285714,102.63785714285714,89.13535714285715,94.83678571428571,91.04107142857143,114.32714285714285,94.2942857142857,86.74178571428571,98.83357142857143,80.80321428571428,101.39964285714287,104.32392857142858,112.65285714285714,97.7825,97.29071428571429,89.51642857142858,100.16142857142857,96.38035714285715,93.06785714285715,106.42999999999999,100.90607142857142,92.96285714285715,99.90357142857144,80.78571428571429,91.54321428571428,122.4725,104.8567857142857,99.45857142857143,134.1617857142857,122.13214285714285,120.02964285714286,122.44428571428571,124.20714285714287,132.71428571428572,101.40428571428572,100.97,125.44321428571428,109.35285714285715,133.59714285714287,102.23428571428572,132.01392857142858,114.24285714285715,111.49964285714285,91.36214285714286,67.67678571428571,108.29464285714286,81.55642857142857,76.16428571428571
2021-03-01,110.58645161290322,112.25129032258064,95.60032258064517,104.18774193548387,97.57967741935484,120.15516129032258,101.67548387096774,92.89322580645161,107.09354838709677,89.41903225806452,107.77774193548387,113.78806451612903,117.44612903225806,106.21193548387097,107.37612903225806,98.40387096774194,112.38354838709677,102.21903225806452,101.4658064516129,116.31290322580645,109.69516129032259,101.20225806451613,106.78451612903227,90.09774193548388,95.25129032258064,123.23483870967742,107.14935483870968,106.19290322580645,147.60999999999999,127.45903225806451,121.75903225806452,126.92451612903226,131.8541935483871,140.79225806451615,108.23516129032258,109.76806451612903,141.30806451612904,117.18645161290323,143.8558064516129,113.10290322580646,141.94096774193548,119.6041935483871,124.63483870967741,100.68129032258064,80.5883870967742,112.70806451612903,88.70483870967742,82.80774193548388
2021-04-01,121.96366666666667,120.431,102.70599999999999,111.63933333333333,103.04133333333333,127.59466666666667,108.466,101.062,114.02666666666667,97.65533333333333,114.34233333333333,122.33833333333334,130.50833333333333,114.306,119.562,107.325,127.471,109.37033333333333,110.23466666666667,128.58700000000002,123.17866666666667,112.606,118.96966666666667,100.94833333333332,102.17633333333333,128.03933333333333,111.732,116.22533333333334,155.85933333333332,134.79766666666666,128.60399999999998,137.18533333333335,141.42633333333333,150.587,119.24233333333333,122.70800000000001,164.89333333333335,129.45166666666668,160.18033333333332,128.48033333333333,164.27033333333333,131.33166666666665,147.68566666666666,115.97,95.85633333333334,126.78766666666667,99.36266666666667,90.49833333333332
2021-05-01,128.69193548387096,131.34354838709677,110.05741935483871,118.79645161290323,110.28032258064516,134.02612903225804,115.15838709677419,108.22419354838709,122.42387096774193,105.8674193548387,119.91387096774193,129.5141935483871,139.5435483870968,121.48612903225806,130.6874193548387,114.75516129032258,143.3790322580645,114.81354838709677,119.60129032258064,138.27870967741936,130.7741935483871,118.09709677419355,124.36387096774195,111.41193548387096,108.3483870967742,133.67645161290324,113.91225806451614,125.31096774193549,149.77,140.25225806451613,135.88064516129032,145.41709677419357,145.16516129032257,157.4716129032258,128.2816129032258,130.36483870967743,171.53548387096777,134.42838709677417,172.0567741935484,141.07516129032257,176.6990322580645,135.13838709677418,156.92870967741936,122.0141935483871,104.5083870967742,135.79483870967744,102.50064516129032,97.46096774193548
2021-06-01,133.375,137.53933333333333,116.01666666666667,124.80533333333332,117.17866666666667,138.08066666666667,120.54466666666667,114.28233333333333,129.49533333333335,111.69833333333332,126.26433333333333,137.42166666666665,144.63,127.60566666666666,139.02133333333333,120.97833333333332,157.958,120.19200000000001,126.784,145.92999999999998,137.51733333333334,121.44233333333334,126.36733333333333,115.38833333333334,115.132,137.2976666666667,118.01066666666667,133.35266666666666,142.033,142.54233333333335,139.82066666666665,149.65333333333334,149.78533333333334,161.73333333333332,135.07133333333334,138.755,170.41766666666666,137.876,175.97933333333333,151.392,179.66566666666668,141.097,161.54933333333332,128.418,113.16533333333334,141.596,104.08866666666667,107.26299999999999
2021-07-01,137.35838709677418,145.7409677419355,122.51612903225806,132.6067741935484,124.49483870967742,142.5748387096774,124.49387096774193,120.82677419354839,136.03548387096777,115.88935483870968,131.20129032258066,144.22032258064516,150.64096774193547,134.51225806451615,144.9890322580645,129.85967741935485,171.81225806451613,124.75161290322582,134.12451612903226,153.08129032258066,139.47225806451613,122.07677419354839,128.78967741935483,119.22451612903225,122.81322580645161,140.72032258064516,124.86870967741935,139.33193548387098,141.7277419354839,146.08548387096772,144.74935483870965,156.7609677419355,162.16935483870967,167.61935483870968,141.86709677419356,147.39645161290323,167.73451612903227,139.89548387096775,179.19419354838712,158.72032258064516,182.88290322580644,140.39935483870968,164.93064516129033,133.0983870967742,124.62161290322581,150.60129032258067,107.31838709677419,112.26548387096774
2021-08-01,139.12935483870967,158.2241935483871,129.1077419354839,141.1016129032258,134.66774193548386,149.17580645161289,129.208064516129,124.60935483870968,142.00870967741935,119.14774193548386,137.29064516129034,156.72032258064516,150.7774193548387,139.91870967741937,150.09612903225806,134.06193548387097,182.32354838709676,127.93225806451613,140.40709677419355,158.26193548387096,135.76774193548388,118.98677419354838,128.4116129032258,124.08903225806452,127.51870967741935,144.60612903225805,128.89419354838708,140.21354838709678,146.5274193548387,143.5748387096774,152.54645161290324,166.60612903225805,157.79612903225808,167.0267741935484,143.52129032258065,143.34129032258065,154.1074193548387,135.18129032258065,176.85064516129032,164.99387096774194,178.9341935483871,135.9225806451613,160.3951612903226,132.87645161290322,124.42129032258065,149.08903225806452,102.60354838709678,111.47838709677418
2021-09-01,143.12333333333333,173.62933333333334,137.13233333333335,154.318,148.507,156.5883333333333,139.264,130.45766666666665,149.86333333333332,124.77933333333334,146.19500000000002,167.035,154.24633333333335,146.44633333333334,157.21966666666668,142.30566666666667,194.93066666666667,131.66033333333334,149.11233333333334,163.71933333333334,137.93633333333335,120.588,129.87566666666666,127.69733333333333,130.39933333333335,153.21033333333332,141.39266666666666,146.804,169.73066666666668,146.219,163.9586666666667,180.11266666666668,157.02966666666669,171.388,148.0593333333333,143.35666666666665,156.397,137.87733333333333,181.74366666666668,169.62666666666667,182.56066666666666,133.89266666666668,161.5773333333333,132.59033333333335,123.41866666666667,158.781,102.39766666666667,111.01566666666666
2021-10-01,146.98290322580647,186.30967741935484,143.13129032258064,163.11806451612904,155.00290322580645,161.69451612903225,144.72387096774193,136.78774193548387,158.03225806451613,131.05161290322582,154.4493548387097,179.25612903225806,157.64129032258066,151.8416129032258,164.91129032258064,154.3574193548387,206.90193548387097,135.10129032258067,155.8409677419355,167.60451612903225,136.6932258064516,124.59870967741935,131.64612903225805,136.7,135.74483870967742,161.0367741935484,150.8922580645161,154.85806451612905,182.5506451612903,147.5632258064516,173.27193548387098,186.4458064516129,161.0483870967742,174.11064516129034,152.72129032258064,147.09516129032258,156.70419354838708,140.5851612903226,187.0132258064516,181.2816129032258,187.41516129032257,136.52290322580646,161.10387096774195,133.76774193548388,127.74064516129032,156.10838709677418,104.21225806451612,114.56612903225808
2021-11-01,152.915,202.477,147.24966666666666,176.436,167.99633333333335,170.44500000000002,155.165,145.45166666666668,167.61166666666668,139.58533333333335,164.19933333333333,192.67933333333335,164.85966666666667,160.23966666666666,172.35433333333333,161.0883333333333,221.859,142.60133333333334,164.37333333333333,174.60666666666665,139.82833333333335,131.326,136.54566666666668,138.44666666666666,142.80066666666667,165.09866666666667,156.00633333333332,159.25300000000001,183.64,149.47299999999998,177.10733333333334,186.77066666666667,162.80533333333332,176.42366666666666,155.98066666666668,153.71966666666668,158.19500000000002,146.58866666666665,193.31133333333335,200.47433333333336,193.5546666666667,143.78066666666666,163.49533333333332,136.77033333333333,128.95366666666666,159.18966666666668,107.81666666666666,121.07466666666667
2021-12-01,157.17225806451614,213.8309677419355,152.64806451612904,188.68064516129033,181.0125806451613,176.8532258064516,161.9632258064516,151.10451612903225,175.80483870967743,143.82354838709676,177.1648387096774,196.9893548387097,170.19193548387096,172.60806451612905,176.0925806451613,163.8125806451613,229.13612903225808,146.52806451612904,173.41580645161292,177.2606451612903,141.47645161290325,134.58064516129033,142.80032258064517,144.59483870967742,146.3641935483871,171.1732258064516,164.16709677419357,166.88741935483873,187.39548387096775,149.0325806451613,183.54451612903227,189.6509677419355,162.08903225806452,178.02612903225807,158.5222580645161,153.44870967741934,160.13838709677418,151.4041935483871,194.37516129032258,198.838064516129,191.52290322580646,144.97806451612902,166.94064516129032,137.08064516129033,134.66806451612902,164.9190322580645,108.92935483870967,124.64806451612904
2022-01-01,156.4983870967742,216.07064516129034,150.3967741935484,188.8067741935484,176.68967741935484,177.81870967741935,159.47032258064516,155.1441935483871,176.1051612903226,147.19419354838712,175.2393548387097,189.7651612903226,171.71,168.22129032258064,175.7616129032258,159.02,227.76645161290324,145.41580645161292,173.02064516129033,176.51806451612904,138.1993548387097,133.70387096774192,135.6558064516129,140.14645161290323,147.02903225806452,175.66064516129032,169.4667741935484,168.79645161290324,175.68806451612903,144.93774193548387,188.07451612903228,190.79225806451615,155.1567741935484,179.30354838709678,158.70032258064515,152.75645161290322,159.49258064516127,152.22225806451613,192.29064516129034,199.0,187.03419354838712,141.4616129032258,165.24387096774194,135.17483870967743,132.52354838709678,169.63741935483873,104.11258064516129,128.09709677419355
2022-02-01,159.195,229.19285714285712,154.34214285714285,196.53821428571428,185.71714285714285,184.17642857142854,166.46107142857142,162.19785714285715,185.53178571428572,157.42249999999999,181.64857142857142,201.18214285714288,172.69107142857143,177.3489285714286,183.58928571428572,168.74107142857142,238.84821428571428,147.12178571428572,181.1032142857143,182.53535714285712,139.90571428571428,135.00357142857143,132.95,146.60178571428574,150.3975,174.6692857142857,172.39642857142857,164.1667857142857,169.74785714285713,144.01321428571427,187.8682142857143,188.44321428571428,158.9992857142857,182.69857142857146,162.25214285714287,156.05142857142854,164.91357142857143,154.01392857142858,200.2867857142857,213.06535714285715,188.67071428571427,141.96678571428572,165.18964285714287,136.09464285714287,134.04500000000002,167.00464285714287,105.34357142857142,132.78178571428572
2022-03-01,160.37612903225806,228.75935483870967,155.53354838709677,200.65516129032258,190.34483870967745,185.73,174.53483870967742,169.77774193548387,190.05580645161288,165.1316129032258,184.1648387096774,209.3551612903226,176.84935483870967,180.88677419354838,184.63774193548386,170.58225806451614,240.81483870967742,147.54870967741937,186.14935483870968,183.69774193548386,140.06225806451613,133.78387096774193,130.92032258064515,150.1448387096774,152.97903225806454,173.90806451612903,175.30870967741936,166.46,165.8367741935484,146.0793548387097,185.32225806451612,185.88677419354838,161.3648387096774,184.82354838709676,163.75709677419357,158.7651612903226,169.31806451612903,155.47,201.6058064516129,217.18645161290323,186.26806451612904,137.81967741935483,169.8558064516129,138.0358064516129,140.8416129032258,167.70193548387098,106.32129032258065,136.25290322580645
2022-04-01,159.81633333333332,224.786,157.087,200.31300000000002,191.55033333333333,182.1906666666667,177.52700000000002,178.62866666666665,190.129,167.5366666666667,187.06,203.01266666666666,176.04266666666666,181.01466666666664,179.69233333333335,167.83233333333334,234.44,147.388,188.30833333333334,181.55366666666666,138.47066666666666,131.637,130.618,150.041,157.802,170.46966666666668,172.23833333333332,168.12233333333333,164.59266666666664,150.302,182.77599999999998,179.16199999999998,161.01366666666667,180.0836666666667,163.547,158.9406666666667,170.31,156.31199999999998,196.434,209.53866666666667,184.53966666666665,135.639,169.66433333333333,139.83399999999997,138.48466666666667,172.85666666666665,104.38033333333333,139.364
2022-05-01,160.41806451612902,226.67612903225807,159.47612903225806,197.74354838709678,190.35225806451612,178.2341935483871,181.60548387096776,182.87225806451613,193.61483870967743,167.5632258064516,187.82419354838711,201.7758064516129,174.37548387096774,182.60709677419354,175.50483870967741,166.64870967741933,227.6883870967742,146.55709677419355,188.21935483870968,182.12870967741935,136.5274193548387,131.6948387096774,132.31193548387097,153.79129032258064,158.14645161290323,168.7574193548387,174.93806451612903,169.08129032258066,166.32451612903228,149.77709677419355,183.13290322580644,178.48451612903224,163.83903225806452,177.93451612903226,165.11774193548385,155.45935483870966,171.161935483871,155.6648387096774,196.65709677419355,204.67903225806452,186.0525806451613,138.2658064516129,170.27645161290323,141.2867741935484,136.55774193548388,175.1109677419355,104.85032258064517,140.50354838709677
2022-06-01,158.60899999999998,217.89933333333332,159.781,189.48766666666668,183.39399999999998,172.936,184.33433333333332,183.47466666666665,190.59366666666668,165.94633333333334,185.281,201.07866666666666,172.73966666666666,175.93866666666665,166.71633333333332,160.27533333333335,215.44633333333334,144.22,183.22866666666667,179.81066666666666,134.51766666666668,131.38566666666668,132.50433333333334,148.694,160.29433333333333,169.541,181.13166666666666,170.033,170.5476666666667,157.29366666666664,183.2,186.02100000000002,167.847,175.07866666666666,164.32266666666666,153.82633333333334,171.03166666666667,154.90766666666664,192.8743333333333,189.48633333333333,182.84,138.20666666666665,167.27366666666666,139.20033333333333,135.26000000000002,170.35733333333334,106.83433333333333,141.764
2022-07-01,155.66870967741934,202.05774193548388,155.00290322580645,180.70774193548385,171.54129032258064,168.8183870967742,183.9832258064516,184.49,186.74612903225807,159.87483870967742,179.7464516129032,201.6164516129032,169.99774193548387,172.98774193548385,155.8809677419355,150.96161290322578,203.78387096774193,142.8083870967742,178.8041935483871,174.06258064516132,130.2158064516129,129.14193548387098,129.95870967741936,141.6848387096774,163.38,168.74903225806452,185.8664516129032,172.66709677419357,173.05,171.1167741935484,181.3683870967742,181.84,175.41870967741937,174.6993548387097,163.70548387096773,157.86258064516127,170.8983870967742,154.22612903225806,188.13612903225808,182.5241935483871,177.7916129032258,134.57096774193548,163.54322580645163,137.22870967741935,133.73548387096776,163.69548387096776,107.26870967741935,142.7616129032258
2022-08-01,153.44774193548386,187.38645161290324,149.96580645161288,169.14387096774195,160.37806451612903,163.56645161290322,178.55741935483871,186.94516129032257,180.62225806451613,156.41806451612902,172.26258064516128,207.72451612903225,170.70483870967743,169.40129032258062,146.21451612903223,145.21709677419352,189.911935483871,141.38193548387096,171.95548387096773,170.83322580645162,128.04225806451612,127.40225806451612,128.3922580645161,136.56193548387097,164.12645161290322,168.99677419354836,184.3906451612903,175.15322580645162,182.39870967741933,173.41516129032257,179.98580645161292,181.21,177.06806451612903,173.6332258064516,162.84741935483873,159.09032258064516,170.3658064516129,154.0748387096774,186.3841935483871,176.82967741935485,173.98193548387098,127.41387096774193,160.69451612903225,134.82225806451612,132.3577419354839,161.48548387096776,108.00129032258064,145.25774193548386
2022-09-01,150.59633333333335,173.96,145.35533333333333,158.596,153.23633333333333,158.65366666666665,176.15099999999998,189.76333333333332,178.632,157.10533333333333,163.60600000000002,199.92466666666667,163.10466666666667,163.90433333333334,138.775,136.566,178.21933333333334,139.77266666666668,166.24466666666666,168.17866666666666,127.31133333333334,123.31633333333333,128.27466666666666,133.45133333333334,162.07166666666666,167.97299999999998,182.46533333333335,175.20600000000002,180.22766666666666,167.52266666666668,179.432,182.127,167.046,172.96300000000002,160.8046666666667,158.71966666666668,169.72899999999998,154.228,185.31866666666667,178.88166666666666,171.766,129.37033333333335,158.02833333333334,134.17466666666667,130.63333333333333,157.404,109.64,146.67466666666667
2022-10-01,148.5158064516129,160.72096774193548,140.18322580645162,150.1732258064516,144.12193548387097,154.2106451612903,175.6483870967742,193.29741935483872,171.1567741935484,155.60129032258067,155.1706451612903,196.3351612903226,159.76645161290324,161.69064516129032,131.4358064516129,137.99225806451614,169.5390322580645,137.49870967741936,162.52129032258065,166.52387096774194,127.25,121.18387096774192,128.36225806451614,130.84967741935483,163.7367741935484,167.57225806451612,182.50032258064516,180.95064516129034,177.1751612903226,163.1316129032258,180.10451612903225,177.87032258064514,171.61290322580646,176.1164516129032,162.13258064516128,161.85387096774195,170.84967741935483,154.8032258064516,183.3716129032258,169.99193548387098,167.29677419354837,129.76903225806453,157.97064516129032,133.98967741935485,129.94548387096773,157.4190322580645,112.54870967741935,150.62064516129033
2022-11-01,147.735,147.07866666666666,134.25266666666667,140.9523333333333,137.01266666666666,151.85933333333332,175.69466666666668,201.069,164.3203333333333,153.32133333333334,147.25166666666667,192.989,155.53166666666667,157.16733333333335,125.09400000000001,128.87266666666667,161.487,136.69333333333333,158.01333333333332,166.02266666666668,125.795,119.14766666666667,131.02833333333334,126.54133333333333,163.64966666666666,168.54,185.63366666666667,183.94833333333332,174.94733333333335,169.02366666666666,181.68566666666666,171.64399999999998,173.38033333333334,181.2313333333333,163.07866666666666,166.5353333333333,172.10766666666666,156.84833333333333,181.193,163.79566666666668,161.347,128.65866666666668,158.317,134.97133333333332,130.77633333333333,156.17533333333333,118.21033333333334,154.238
2022-12-01,144.4206451612903,135.2816129032258,128.00967741935486,132.04225806451612,127.38548387096773,146.8567741935484,174.47032258064516,198.78225806451613,157.4190322580645,149.7332258064516,139.65129032258065,188.6074193548387,152.42806451612904,153.55709677419355,118.17548387096774,119.90451612903226,149.6583870967742,131.83645161290323,152.31645161290325,162.18935483870968,121.98516129032258,115.60612903225807,128.82870967741937,120.70516129032258,161.3558064516129,169.95548387096773,186.94870967741934,185.5774193548387,173.55806451612904,167.56548387096774,182.0816129032258,167.9448387096774,169.02387096774194,182.36935483870968,161.21354838709678,163.15548387096774,170.06064516129032,155.65193548387097,175.25451612903228,157.04516129032257,156.4864516129032,125.85677419354839,154.45870967741936,131.72225806451613,129.64645161290323,154.5258064516129,120.5316129032258,151.39032258064518
